AOA,Beta,d_e,d_a,d_r,p,q,r,Cx_s,Cy_s,Cz_s,Cl_s,Cm_s,Cn_s
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.8345207490480208e-03, 1.8894333089571690e-02,-2.5168710512249216e-02,-2.8547135172870230e-02, 2.5549106257787217e-02,-7.4416153434055882e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.9718402746858253e-03, 5.6043870862412214e-03,-2.6581216213452524e-02,-3.0007367255733421e-02, 2.4771597969807053e-02,-1.4751269912702397e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-2.0251461664209168e-03,-6.5997601544858699e-03,-1.4306895689331073e-01,-3.1942186827239996e-02,-1.3009518460742153e-01, 3.6850677971353887e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-2.0686962970762777e-03, 1.7953740328269619e-02,-1.4109436649168802e-01,-2.8232236161859055e-02,-1.2963484809200695e-01,-7.5672738669635689e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-2.3086293216348528e-03, 5.5580632121918043e-03,-1.4062155332488180e-01,-3.0024742998843668e-02,-1.2823453519095837e-01,-1.8791473338921243e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.6960161330724011e-03, 8.1074505177655565e-03, 8.6268653773282120e-02, 3.3655949620263859e-02, 1.7770867249377489e-01,-4.5866734415608498e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.5228588174889492e-03,-5.9869776008543742e-03,-2.3615578346385488e-02, 3.1723188863487989e-02, 2.8172402667482704e-02, 1.8610515621429807e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.2967377069262434e-03, 2.1722708903645201e-02, 8.5522870790032721e-02, 3.5348195532132504e-02, 1.7799698698957100e-01,-1.0629700767526023e-02
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.0632958934295428e-03, 1.9593082089576434e-02,-2.9348921652246118e-02, 3.5435453055512718e-02, 2.4213140174246122e-02,-9.6260913110019462e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.5271111528769285e-03, 6.8204881489020387e-03,-2.8341644755788927e-02, 3.3549530451289625e-02, 2.4231367898870974e-02,-3.8899270284431064e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-2.3033563125106154e-03,-6.3829618533655062e-03,-1.3696687412742459e-01, 3.1450240032234768e-02,-1.2398633259505952e-01, 2.2464925270223950e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.9199734218413578e-03, 5.6071968660700881e-03,-1.4186717107980598e-01, 3.3454439893586305e-02,-1.2814193548871589e-01,-3.2295939826364312e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 8.5267831889978619e-04,-8.0363000463465582e-03, 8.6560065291629934e-02, 8.4793259757575082e-05, 1.7710681464576045e-01, 3.8532481194304812e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-1.5419386580883987e-03, 1.7543024168849480e-02,-1.4312652318638658e-01, 3.5522009530591099e-02,-1.2845605896492429e-01,-8.6759883696225990e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 8.1923815090606587e-04, 5.6118002205978717e-03, 8.6294714486972873e-02, 1.6912673248465134e-03, 1.7704560329947211e-01,-2.1945000305234408e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 1.0553733345859896e-03, 1.9287905615819539e-02, 8.5672542300341700e-02, 3.2911124407291078e-03, 1.7646034961027357e-01,-8.2530302491092972e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-8.2795218125023221e-03,-7.7468749118181175e-03,-2.7889635321481226e-02,-1.5589882632113724e-04, 2.3791186149157099e-02, 3.6452079295584672e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-8.3195052591940374e-03, 5.0775408753530515e-03,-2.8414070758693209e-02, 1.6507212652765665e-03, 2.3425355867950342e-02,-2.1136113423860653e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-8.0815658833361653e-03, 1.7909769033164633e-02,-2.9658785894729960e-02, 3.4756400887845690e-03, 2.2118213801417527e-02,-7.8767215069277148e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-4.6054034610939088e-03,-7.3970475965621897e-03,-1.4124813013509355e-01,-3.7249438746639248e-04,-1.2841223751839245e-01, 3.4259106914497034e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-4.5871507593228432e-03, 4.6042330616923657e-03,-1.4203380321206280e-01, 1.6211871471755505e-03,-1.2908612122854940e-01,-2.0567612944776235e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 3.3342077456423847e-03,-1.0548236808615346e-02, 8.5120833036159041e-02,-3.1900277089646406e-02, 1.7576688977100957e-01, 6.2571238463453027e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-4.2258975330505943e-03, 1.6573216228064819e-02,-1.4389939458916601e-01, 3.6616245830417725e-03,-1.3111052806869131e-01,-7.5220329275309354e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.4760933046974214e-03, 3.2397664590172169e-03, 8.8557987833145183e-02,-3.0416375096488670e-02, 1.7878578758254129e-01, 1.6132835251236616e-04
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.6953256636208356e-03,-9.4957352086737085e-03,-2.9510729540428427e-02,-3.2077689486527207e-02, 2.2233600882104139e-02, 5.4260964676720357e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.8260962209458521e-03, 3.4887352015702399e-03,-2.6574006700317249e-02,-3.0371226627555047e-02, 2.4670844752065400e-02,-4.0635682053466514e-04
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-1.8706955594094811e-03,-8.3940904322263483e-03,-1.4304708170183647e-01,-3.2231544824026681e-02,-1.3018378954530857e-01, 4.5950228673955007e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.7038637806234912e-03, 1.6774839606112254e-02,-2.5141491218781394e-02,-2.8911698324736865e-02, 2.5480468704620854e-02,-6.3711588221562277e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-2.1669453478404721e-03, 3.7666657036357562e-03,-1.4060522643884449e-01,-3.0313498864841294e-02,-1.2831951420534213e-01,-9.7084139587897854e-04
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-1.9417178466724912e-03, 1.6156089604220793e-02,-1.4106259010230426e-01,-2.8521858546718872e-02,-1.2969327675411838e-01,-6.6559376343017593e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.5324921395726108e-03, 5.6332759291220147e-03, 8.6292796766468116e-02, 3.3207999564675010e-02, 1.7785619409437733e-01,-3.3403423882953664e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.1209218546983820e-03, 1.9245909140848581e-02, 8.5573315486454971e-02, 3.4899587369728875e-02, 1.7818356793565185e-01,-9.3819167066899242e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.6651990695113863e-03,-8.1009992558410040e-03,-2.3593989133753657e-02, 3.1359496876507527e-02, 2.8299915271786807e-02, 2.9289823300865814e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.6849170357070357e-03, 4.7004811782361241e-03,-2.8332034827461796e-02, 3.3184863672618442e-02, 2.4355799910992054e-02,-2.8188052791865686e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.2346507093861223e-03, 1.7470272661964995e-02,-2.9317430264785997e-02, 3.5070150820191513e-02, 2.4371572907569538e-02,-8.5533924384550760e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-2.4442621833589049e-03,-8.1719006317885184e-03,-1.3695785039637826e-01, 3.1161723126427721e-02,-1.2387858656509854e-01, 3.1534749147574316e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-2.0731626200821388e-03, 3.8125832421331348e-03,-1.4187129077310598e-01, 3.3165044333023419e-02,-1.2803886104845572e-01,-2.3195520746024465e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-1.7092411051493179e-03, 1.5745516713787829e-02,-1.4311275159397921e-01, 3.5232022854063919e-02,-1.2832368683819179e-01,-7.7642924829943597e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 7.1535536322943534e-04,-1.0509728602579567e-02, 8.6591050296209629e-02,-3.6308057337190882e-04, 1.7722741054332400e-01, 5.0991223838945405e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 6.6484938753217173e-04, 3.1407217473430351e-03, 8.6322240950535228e-02, 1.2440221894868180e-03, 1.7717249145584593e-01,-9.4978541831034001e-04
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 8.8811239206484449e-04, 1.6814599644028080e-02, 8.5724973655095779e-02, 2.8435787601191723e-03, 1.7662478226455791e-01,-7.0071593693726408e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-8.4128961194959006e-03,-9.8661537128131045e-03,-2.7869853690763845e-02,-5.2050702933567009e-04, 2.3893100942122075e-02, 4.7158714736751000e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-8.4676519444837096e-03, 2.9602262310872481e-03,-2.8399918738986882e-02, 1.2866789947097201e-03, 2.3530970428680131e-02,-1.0438910266790432e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 3.7661133242695849e-03, 1.9362912291376648e-02, 8.9513578352826487e-02,-2.8596582021862105e-02, 1.7909419229835599e-01,-7.0401586035653370e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-8.2435954942689411e-03, 1.5789561947000135e-02,-2.9624113353279552e-02, 3.1112662943954283e-03, 2.2256341102770645e-02,-6.8054524265079627e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-4.7358515009750029e-03,-9.1910121468062930e-03,-1.4123913046277589e-01,-6.6186290336917952e-04,-1.2832768504190684e-01, 4.3355235052230413e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-4.7298384213895388e-03, 2.8119253768106654e-03,-1.4203232241110580e-01, 1.3323351488005956e-03,-1.2900027246790219e-01,-1.1479156955946145e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-4.3828202878550748e-03, 1.4777463023395212e-02,-1.4388134267505867e-01, 3.3724263127325842e-03,-1.3099683190519917e-01,-6.6113137692076556e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.3302091701550734e-03, 7.7004285459987499e-04, 8.8589126377606214e-02,-3.0863699834281583e-02, 1.7889246694540584e-01, 1.4052941359348398e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 3.2052367497755036e-03,-1.3027375223868628e-02, 8.5152984138924540e-02,-3.2349646955304338e-02, 1.7586464813248137e-01, 7.5059705385448821e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.8195413341241790e-03,-1.1620763715731458e-02,-2.9488393076414536e-02,-3.2443742012196047e-02, 2.2314746703180954e-02, 6.4997693706271373e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.9650959720258497e-03, 1.3719830180368431e-03,-2.6555162544853066e-02,-3.0735442258924991e-02, 2.4757959677254256e-02, 6.6304891275288419e-04
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.8579973907994087e-03, 1.4658728078269614e-02,-2.5102536084887193e-02,-2.9275529078486965e-02, 2.5599817001438162e-02,-5.3022226326813375e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-1.9908990591725019e-03,-1.0193777701368147e-02,-1.4303426128429420e-01,-3.2522291435144873e-02,-1.3011818721408694e-01, 5.5076481854607418e-03
-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-2.2995356980616967e-03, 1.9742015240903433e-03,-1.4059807091552687e-01,-3.0602600028686460e-02,-1.2825067725936740e-01,-6.1921025697231160e-05
