AOA,Beta,d_e,d_a,d_r,p,q,r,Cx_s,Cy_s,Cz_s,Cl_s,Cm_s,Cn_s
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.1654415793616436e-03, 8.0509379905456986e-03,-1.5587769935282961e-01, 3.2791952994447364e-02,-1.4537873471994742e-01,-4.3093556669895703e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-7.6405803918690911e-04, 1.9931990608818121e-02,-1.5722273383770621e-01, 3.4970287095463452e-02,-1.4598178173528151e-01,-9.7263265004019651e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 9.5610869989466382e-04,-4.2385541335048784e-03, 7.2645769504138147e-02,-5.3231214405249667e-04, 1.6032625181253357e-01, 2.0081382717012193e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 9.6585368028892461e-04, 9.3394821368618444e-03, 7.2686719622515106e-02, 1.1823441656035199e-03, 1.6040494476418371e-01,-4.0001601139755955e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 1.1940313093082081e-03, 2.2960179763754109e-02, 7.2024512413479347e-02, 2.8846896130347395e-03, 1.5958167935785553e-01,-1.0025538464633683e-02
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-7.8193093689550453e-03,-4.5852641242824120e-03,-4.1969163587032142e-02,-8.7626386517730204e-04, 6.7735015234441686e-03, 2.1597116610737274e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-7.8378007534576806e-03, 8.1716450685544156e-03,-4.2180669476655420e-02, 1.0397801648508757e-03, 6.5563026829465717e-03,-3.5618312570754426e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-7.5882980829432654e-03, 2.0952574604890431e-02,-4.3456141658066882e-02, 2.9688413328356942e-03, 5.0226351093279357e-03,-9.2952035870729494e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-3.7839730742377248e-03,-4.8414406008405620e-03,-1.5552228830559794e-01,-1.1869882064774657e-03,-1.4570231406854828e-01, 2.2855576386806770e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.7686595988800724e-03, 7.0948642371820832e-03,-1.5598827966932918e-01, 9.1733581968596561e-04,-1.4621771126453262e-01,-3.1619309691854757e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-3.3793091675893608e-03, 1.9016906051166599e-02,-1.5787698744924986e-01, 3.0635411093978687e-03,-1.4845804736083046e-01,-8.6008849909006459e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 3.5250185071986767e-03,-6.6978901942495641e-03, 7.1295796674643822e-02,-3.2555309966149602e-02, 1.5912592323055000e-01, 4.3831973613700980e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.7007920497401977e-03, 7.0188602135043349e-03, 7.5044762935935400e-02,-3.0969737591271258e-02, 1.6229396077766597e-01,-1.6719914963533454e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.1585714105993746e-03,-6.2790627945940322e-03,-4.3504702262796457e-02,-3.2836594384720801e-02, 5.3523662560042238e-03, 3.9103183401868824e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.2758073887939332e-03, 6.6380648266077215e-03,-4.0248995686939799e-02,-3.1026831152473386e-02, 7.9481377176086106e-03,-1.8846586910040610e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.1404920258931504e-03, 1.9901458332511206e-02,-3.8612465630185021e-02,-2.9488551104580169e-02, 8.8079207411707466e-03,-7.8334785475328208e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-9.8555502439296675e-04,-5.7809969442066964e-03,-1.5723957843043534e-01,-3.3085229086593011e-02,-1.4734005701736433e-01, 3.4229165407888285e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.2914494809879767e-03, 6.3164933889804766e-03,-1.5447167235606929e-01,-3.1062267719534610e-02,-1.4530697027960612e-01,-2.1085801869437613e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01,,,,,,
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-1.0493590081818824e-03, 1.8692235016913760e-02,-1.5473590756251457e-01,-2.9188121795603511e-02,-1.4664125714403842e-01,-7.7846126245039449e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.8965946963296491e-03, 9.3038193610048871e-03, 7.2590151591094054e-02, 3.2737441511643504e-02, 1.6088221684935988e-01,-5.1157078624307862e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.0078391150497519e-03,-4.9994175737280572e-03,-3.7827678745590544e-02, 3.0675368183180476e-02, 1.0896523317541153e-02, 1.4757859765392287e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.4641175486093186e-03, 2.2851006835214301e-02, 7.1763012456538516e-02, 3.4536135009734938e-02, 1.6089269803169198e-01,-1.1120529576972604e-02
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-4.9906371373797222e-03, 7.7356806453249636e-03,-4.2168873101601681e-02, 3.2612956932654411e-02, 7.1920554907573828e-03,-4.2356061652666852e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-4.5375397629532303e-03, 2.0442914289298005e-02,-4.3250318095652808e-02, 3.4606630410694401e-02, 6.9050234112462659e-03,-9.9359649841078649e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-1.4172214989791078e-03,-5.6771896456252980e-03,-1.5135784175379313e-01, 3.0384349743879879e-02,-1.4151346520958527e-01, 2.0460235814819231e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.0429666909836943e-03, 6.2424888904140845e-03,-1.5587214012030504e-01, 3.2500914292978210e-02,-1.4542935332399065e-01,-3.3921301398554282e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-6.5548482154389358e-04, 1.8115804864092495e-02,-1.5719962894818071e-01, 3.4677528761147242e-02,-1.4600374225397569e-01,-8.8051173479072667e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 1.1171401157373856e-03,-6.7206428015406184e-03, 7.2644567628857321e-02,-9.8036233645654993e-04, 1.6022337128268460e-01, 3.2586535389478801e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 1.1098146984117436e-03, 6.8554824911593237e-03, 7.2681678668881797e-02, 7.3386147127647058e-04, 1.6030791031662775e-01,-2.7487596605457148e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-7.6667901459178097e-03,-6.7124289642127195e-03,-4.1959984159308121e-02,-1.2409225100078016e-03, 6.6883863648152355e-03, 3.2346288176092163e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 1.3252568720506241e-03, 2.0468952591333370e-02, 7.2043911499750687e-02, 2.4347294798018537e-03, 1.5952146669966841e-01,-8.7705658183276757e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 3.4338083055464787e-03, 1.4549086217447155e-02, 7.6915810106528634e-02,-2.9499626767408516e-02, 1.6362447534787367e-01,-4.6457770054350745e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-7.7000226953837141e-03, 6.0422556559907000e-03,-4.2177482231115296e-02, 6.7465146316871894e-04, 6.4744491853865093e-03,-2.4858537138512187e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-3.6390065248731135e-03,-6.6425043119085056e-03,-1.5550316946071255e-01,-1.4762833241749086e-03,-1.4577081768022865e-01, 3.1990290037235800e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-7.4642072189568505e-03, 1.8815419447841202e-02,-4.3432871684015231e-02, 2.6022309050025075e-03, 4.9725769355694399e-03,-8.2153292138999138e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.6358626598894128e-03, 5.2913072627086824e-03,-1.5597701993641119e-01, 6.2754044932477357e-04,-1.4628534376849603e-01,-2.2472490061965205e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-3.2605005848225827e-03, 1.7205120399177966e-02,-1.5784956200211431e-01, 2.7722814674807253e-03,-1.4849853329446205e-01,-7.6820323930282845e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 3.6947485639318707e-03,-9.1827372141583402e-03, 7.1295751520936854e-02,-3.3004069383618384e-02, 1.5899990615721238e-01, 5.6351521771434553e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.8531067518048547e-03, 4.5391298087661151e-03, 7.5043525991769333e-02,-3.1417523643861751e-02, 1.6217696922292144e-01,-4.2285689857446412e-04
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-4.9965169071764549e-03,-8.4091932353094860e-03,-4.3492989449502868e-02,-3.3201953993604635e-02, 5.2461526971421812e-03, 4.9867980179419220e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.1289741817308679e-03, 4.5119900919710050e-03,-4.0240963399944173e-02,-3.1391398733890047e-02, 7.8479516740801517e-03,-8.1042908299619291e-04
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.0088951974684819e-03, 1.7771354585363327e-02,-3.8584649106407666e-02,-2.9853870227643305e-02, 8.7395805688298064e-03,-6.7574842489983925e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-8.2993354036007996e-04,-7.5851592577349932e-03,-1.5721666785350705e-01,-3.3375198371102845e-02,-1.4742786660364945e-01, 4.3380345932409843e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.1485914938627385e-03, 4.5153764826780293e-03,-1.5445461681259953e-01,-3.1351615619457318e-02,-1.4539152110787806e-01,-1.1951777423776489e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-9.2135136128741204e-04, 1.6884635968497930e-02,-1.5470360938525132e-01,-2.9478383035181119e-02,-1.4669950318866634e-01,-6.8680815142561488e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01,,,,,,
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.7332002711098202e-03, 6.8184708970910821e-03, 7.2615424186775440e-02, 3.2288681349802083e-02, 1.6103135459343493e-01,-3.8635163004618594e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.2883163897019213e-03, 2.0362513573521143e-02, 7.1814229046326339e-02, 3.4086625622762740e-02, 1.6108046679235086e-01,-9.8666272351651957e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.1260606437790275e-03, 2.0727524190244918e-02, 7.6725749666144372e-02,-2.9571848156399461e-02, 1.6315746816760771e-01,-7.6510149860879980e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.1501187941063635e-03,-7.1241369160260082e-03,-3.7804728014306489e-02, 3.0310946411844442e-02, 1.1025940578450898e-02, 2.5493385471705098e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.1482992023552292e-03, 5.6052523218865806e-03,-4.2158261022348466e-02, 3.2247606563443630e-02, 7.3179445918851163e-03,-3.1590063524771402e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-4.7088559574523809e-03, 1.8309183222566097e-02,-4.3218147925078935e-02, 3.4240560703711100e-02, 7.0645269903099033e-03,-8.8575405778468230e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.1959199475873239e-03, 4.4382040774634084e-03,-1.5587536014906703e-01, 3.2210956857415915e-02,-1.4532497657368162e-01,-2.4769932226642532e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-1.5579957868170761e-03,-7.4760311166401725e-03,-1.5134758875832044e-01, 3.0095231620884521e-02,-1.4140400292985528e-01, 2.9582242521919628e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01,-1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-8.2264374601868809e-04, 1.6308136171625087e-02,-1.5718524498669334e-01, 3.4386903218806157e-02,-1.4587041079531168e-01,-7.8880856299019045e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 9.7992764602754983e-04,-9.2052808055034449e-03, 7.2677095664798366e-02,-1.4290535443631435e-03, 1.6034603892790014e-01, 4.5104097710137363e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 9.5556175560616808e-04, 4.3733734045876905e-03, 7.2710365104102059e-02, 2.8582884112928744e-04, 1.6043639813271379e-01,-1.4982577035393197e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 1.1580073443613137e-03, 1.7984169446497791e-02, 7.2097165926039458e-02, 1.9863294271129264e-03, 1.5968709394922417e-01,-7.5186890056777658e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-7.8000461560199822e-03,-8.8421530217543311e-03,-4.1938829906525296e-02,-1.6062198889218685e-03, 6.7921563108286854e-03, 4.3107861677777505e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-7.8480154910374605e-03, 3.9146482684377900e-03,-4.2162312788721054e-02, 3.0994576964295213e-04, 6.5814819385123843e-03,-1.4107220395437570e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-7.6261987518968545e-03, 1.6684484845361929e-02,-4.3397486518409918e-02, 2.2371208386662844e-03, 5.1117572739834685e-03,-7.1384364951603491e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-3.7692515242619402e-03,-8.4461504647627972e-03,-1.5549294322678101e-01,-1.7662179428828589e-03,-1.4568462303371987e-01, 4.1137461987665498e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.7782964809575355e-03, 3.4894360212608319e-03,-1.5597463777505194e-01, 3.3814390142213329e-04,-1.4619825390547078e-01,-1.3333661828912628e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 0.0000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-3.4172774911880527e-03, 1.5399370892635138e-02,-1.5783087971633616e-01, 2.4824715607229177e-03,-1.4838391874049331e-01,-6.7660661087196299e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01, 3.5659072569826575e-03,-1.1672900743615204e-02, 7.1329474671204859e-02,-3.3454229171049649e-02, 1.5909971796356545e-01, 6.8897876776143436e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.7073498451945892e-03, 2.0585594067831291e-03, 7.5075867876314192e-02,-3.1865610623187393e-02, 1.6228525030965968e-01, 8.2680111558871888e-04
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00,-3.9250000000000002e-01,-5.1205892260271398e-03,-1.0544502679528668e-02,-4.3469267056819576e-02,-3.3568671671759066e-02, 5.3291117451677280e-03, 6.0658807002448309e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00,-5.2678253012493573e-03, 2.3851087953803887e-03,-4.0221075421597856e-02,-3.1756255556180973e-02, 7.9364623528998639e-03, 2.6430228067741518e-04
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 0.0000000000000000e+00, 3.9250000000000002e-01,-5.1630429949768410e-03, 1.5644935074684677e-02,-3.8544867990712599e-02,-3.0218387985925296e-02, 8.8600709413286360e-03,-5.6831481426191776e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00,-3.9250000000000002e-01,-9.4989796595231347e-04,-9.3943901255795787e-03,-1.5720262105752633e-01,-3.3666490872416181e-02,-1.4736068743593317e-01, 5.2556918405406976e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 0.0000000000000000e+00,-1.2809286174888114e-03, 2.7134854112426583e-03,-1.5444654914902997e-01,-3.1641242502533702e-02,-1.4532148930438160e-01,-2.8129384962054287e-04
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 5.2359877559829882e-01, 1.2000000000000000e+00, 1.2000000000000000e+00, 3.9250000000000002e-01,-1.0687623588016332e-03, 1.5080646342036595e-02,-1.5468014454851323e-01,-2.9767863766749145e-02,-1.4660288004153910e-01,-5.9531713401672331e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 5.2359877559829882e-01,-5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 0.0000000000000000e+00, 3.0669824653271685e-03, 1.3040447039781970e-02, 7.2537277726012053e-02, 3.2217255714498329e-02, 1.6075654635934822e-01,-6.8932710583611929e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 5.2359877559829882e-01,-5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 3.6216382941840672e-03, 2.6604116380644714e-02, 7.1620529942526254e-02, 3.4013558849093524e-02, 1.6047216240656886e-01,-1.2910181738229715e-02
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.2000000000000000e+00,-1.2000000000000000e+00, 3.9250000000000002e-01, 4.2635121096025524e-03, 1.8249978164535198e-02, 7.6781949415694495e-02,-3.0023775477045857e-02, 1.6311647991936706e-01,-6.4033233876882641e-03
-5.2359877559829882e-01,-5.2359877559829882e-01, 5.2359877559829882e-01, 0.0000000000000000e+00,-5.2359877559829882e-01,-1.2000000000000000e+00,-1.2000000000000000e+00,-3.9250000000000002e-01,,,,,,
